sample_id	source	target	ligand_complex	receptor_complex	lr_means	cellphone_pvals	expr_prod	scaled_weight	lr_logfc	spec_weight	lrscore	specificity_rank	magnitude_rank
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	MIF	CD44_CD74	0.748623	0.129	0.54550767	0.07535731180777641	0.39223435614459023	0.31620568	0.8437951	0.24043173860185066	0.4444156573144918
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	HLA-E	KLRK1	1.0516593	0.449	0.472025	0.04035618619410941	0.28170285564339814	0.37685496	0.8340212	0.8376366422815822	0.4444156573144918
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	LGALS1	PTPRC	0.7285717	0.392	0.28174207	0.002789522255814872	0.008063279215388519	0.24237396	0.79517055	1.0	0.45677014606613314
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	HMGB1	CXCR4	0.61823183	0.898	0.29666647	-0.07844014839338988	-0.2890395727498012	0.1911426	0.79934204	1.0	0.45677014606613314
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	LGALS1	PTPRC	0.69316024	0.651	0.2975509	-0.011708795111165479	-0.008063279215388519	0.25597376	0.79958063	1.0	0.48214052677495395
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	TNFSF10	CCR6	0.3038587	0.0	0.08635304	0.19765124749129742	0.6879275256887363	0.5792113	0.682461	0.009945404159030974	0.49432475332989817
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	LGALS1	PTPRC	0.67517495	0.715	0.2572332	-0.0401367278490779	-0.19032141853205875	0.22128971	0.7876594	1.0	0.5084335278367665
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	HLA-DOB	CD4	0.5514504	0.0	0.30407193	0.37514343823648394	1.5343068307156833	0.94743085	0.8013121	0.0005203335547413439	0.5084335278367665
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	S100A9	ITGB2	0.54943013	0.639	0.2856207	-0.031020519680417767	-0.025807900543452278	0.22249252	0.79628175	1.0	0.5084335278367665
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	CXCL14	CXCR4	0.6646585	0.109	0.25532356	0.08827222321792988	0.3958211262436061	0.3683756	0.78703564	0.10042608196021138	0.5356652988667381
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	IL16	CD4	0.553	0.005	0.30579668	0.1961733251125115	0.8905637890308774	0.5348529	0.8017619	0.008656653364770686	0.5356652988667381
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	S100A9	ITGB2	0.5454027	0.673	0.28222197	-0.03493304360927811	-0.23340398456689682	0.219845	0.7953091	1.0	0.5356652988667381
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	CD55	ADGRE5	0.5451013	0.001	0.29587805	0.2090704207587332	1.2201034524826162	0.57430243	0.79912853	0.004815858390608055	0.5638526468222379
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	MIF	CD44_CD74	0.5649548	0.946	0.30829304	-0.10283577896453203	-0.39223435614459023	0.17870328	0.80240726	1.0	0.5638526468222379
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	LGALS9	CD47	0.30871734	0.082	0.09311498	0.10427513870739698	0.399619831706327	0.41724354	0.6905732	0.08221849458468476	0.571023676997387
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	VCAN	SELL	0.6714333	0.93	0.3113329	-0.054554266358384985	-0.268568691693502	0.23634349	0.803184	1.0	0.5930118800918691
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	MIF	CD44_CD74	0.54354155	0.962	0.2885653	-0.12365310220540075	-0.3453171581571066	0.16726802	0.7971124	1.0	0.5930118800918691
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	VIM	CD44	0.69913685	0.995	0.48790005	-0.16256607098730094	-0.35142414421997137	0.16783239	0.8362981	1.0	0.6152497891886657
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	GNAI2	S1PR1	0.57576287	0.375	0.3156656	0.03282057757448613	0.3344921217347036	0.30992377	0.8042741	0.4950861793500299	0.6231592831976338
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	LGALS9	CD47	0.3165995	0.119	0.09724372	0.11410138860788059	0.6166703725788562	0.4357442	0.6951893	0.09460177162511504	0.6461412649744485
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	S100A8	ITGB2	0.5265533	0.271	0.2772292	0.041811892175860885	0.6189474857277739	0.29386762	0.7938524	0.4306447321367479	0.6543116988967859
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	VCAN	SELL	0.89507645	0.026	0.32138312	0.08989315252703814	0.268568691693502	0.24397294	0.8056831	1.0	0.6543116988967859
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	PKM	CD44	0.5186799	0.375	0.24635257	0.01250910490445583	0.02200806928624255	0.26177955	0.7840227	0.853302960818228	0.6864852171380422
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	LGALS9	PTPRC	0.7447752	0.052	0.32152626	0.12735435745974913	0.6073374510163152	0.44588792	0.8057179	0.03874888565764713	0.6864852171380422
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	VCAN	ITGA4	0.36251056	0.674	0.10578358	-0.03236102913800693	-0.2417279457784976	0.20051403	0.7040337	1.0	0.719693960085638
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	PKM	CD44	0.5137355	0.437	0.23973426	0.006461947594987894	-0.06892526727372617	0.2547468	0.7817082	1.0	0.7196967055565173
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	LGALS1	PTPRC	0.746557	0.285	0.32590118	0.031217454993727294	0.19032141853205875	0.28036267	0.8067735	0.5251433260660126	0.7196967055565173
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	HLA-DQA2	CD4	0.59729785	0.0	0.35510084	0.39439801036104105	1.4897621583929812	0.9125741	0.8133739	0.0005203335547413439	0.7539622288185504
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	S100A8	ITGB2	0.49988714	0.439	0.24885902	0.013415284007972178	-0.3597356006174248	0.2637948	0.78487855	1.0	0.7539622288185504
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	MIF	CD74_CXCR4	0.6856772	0.992	0.4195129	-0.14672003160867994	-0.5342926311369885	0.15697756	0.8256966	1.0	0.76486438493989
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	SELPLG	SELL	0.6926034	0.848	0.35557488	-0.0081674586959824	0.03880085411420575	0.32464114	0.81347513	1.0	0.7892986802461511
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	PKM	CD44	0.49726668	0.563	0.23058842	-0.008308218336412897	0.06892526727372617	0.24502823	0.7783713	1.0	0.7892986802461511
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	VCAN	ITGA4	0.3670815	0.641	0.10763404	-0.027524797768748804	-0.23417694803558137	0.2040216	0.7058372	1.0	0.791698180223912
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	HLA-DRB1	CD4	0.6826587	0.0	0.4501087	0.41819723233830813	1.6791308456328067	0.915853	0.83070433	0.00024245399360639844	0.8037917430370263
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	S100A9	ITGB2	0.60040665	0.361	0.35580206	0.024127070862547086	0.025807900543452278	0.27716234	0.8135236	0.805577736881509	0.825722325399557
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	PKM	CD44	0.49232224	0.625	0.22439364	-0.014355375645880832	-0.02200806928624255	0.23844549	0.7760134	1.0	0.825722325399557
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	CXCL14	CXCR4	0.57178706	0.627	0.2120709	0.008782683272174852	0.06478737827132583	0.30597156	0.77106655	1.0	0.825722325399557
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	HMGB1	CXCR4	0.67911136	0.591	0.40755373	-0.00081619342961739	-0.04199417522247906	0.2625874	0.8236056	1.0	0.8432628166726115
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	HMGB1	CXCR4	0.7111033	0.409	0.3571727	0.0010493915523651573	0.04199417522247906	0.23012686	0.81381506	1.0	0.8432628166726115
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	HLA-DRB5	CD4	0.38857415	0.0	0.1227883	0.2894608704540744	1.1801018275440602	0.94743085	0.7193246	0.002329115486888103	0.8621705084520974
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	VCAN	SELL	0.6236662	0.993	0.21150766	-0.12368610159028544	-0.744473585507581	0.16056272	0.7708317	1.0	0.8632494031407741
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	HLA-DRA	CD4	0.4907357	1.0	0.23649563	-0.21261068314044224	-1.2048065329325093	0.11011861	0.7805454	1.0	0.8632494031407741
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	VIM	CD44	0.6777236	0.999	0.45667925	-0.18338339422816965	-0.30450694623248775	0.15709276	0.83172095	1.0	0.8832444183952954
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	S100A9	ITGB2	0.60443413	0.366	0.36008686	0.02803959479140743	0.23340398456689682	0.28050008	0.8144299	0.49207401584000043	0.9018968468391395
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	GNAI2	S1PR4	0.5514581	0.141	0.20890743	0.06799399766027656	0.22749970270667313	0.3242376	0.76973736	0.3495128927511457	0.9018968468391395
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	IL16	CD4	0.49018905	0.023	0.23588718	0.12548988563302169	0.48923020533701733	0.41257793	0.7803247	0.04214701793404888	0.9018968468391395
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	HLA-DPB1	CD4	0.38864458	1.0	0.1228667	-0.143262740952185	-0.7201539216535716	0.09246699	0.719389	1.0	0.9311273614811978
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	GNAI2	S1PR1	0.6549587	0.071	0.38692862	0.10682928068772332	0.5779497643885525	0.37989053	0.81980145	0.07410465316570912	0.9416806544154741
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	HLA-DMA	CD4	0.6331253	0.0	0.3949773	0.38039715714223277	1.5263617863052994	0.8749429	0.8213172	0.00035539481916627554	0.9826177869486014
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	VCAN	CD44	0.4836082	0.237	0.19940792	0.04799423623582411	0.21449384791329767	0.307573	0.76558715	0.3751548066514023	0.9826177869486014
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	CD55	ADGRE5	0.3788581	0.355	0.126429	0.021872055202838872	0.08641868769672445	0.24540004	0.72226477	0.955082919342053	0.9985852118710232
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	HLA-DMB	CD4	0.64942014	0.0	0.4131137	0.3454354858071481	1.417885821561709	0.791193	0.8245877	0.0007369466970231891	1.0
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	ADAM10	CD44	0.41957176	0.601	0.13324603	-0.011682685011041048	0.04746282876592639	0.24177966	0.72750115	1.0	1.0
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	GNAI2	S1PR1	0.45196056	0.948	0.1419439	-0.11620658856614768	-0.5779497643885525	0.139362	0.7337239	1.0	1.0
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	VCAN	ITGA4	0.41027766	0.302	0.15571025	0.03677080609389352	0.23417694803558137	0.2951506	0.7426679	0.4021824049515881	1.0
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	LGALS9	CD44	0.4655856	0.061	0.17528409	0.11768170195673863	0.48468650314884976	0.44059065	0.7538193	0.049382716049382706	1.0
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	HLA-DQA1	CD4	0.6487012	0.0	0.41231352	0.4322544772161424	1.6117894001502389	0.94743085	0.82444745	0.00024245399360639844	1.0
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	HLA-DQB1	CD4	0.66482544	0.0	0.4302601	0.4156504609096083	1.5634125106257724	0.9087933	0.8275094	0.00024245399360639844	1.0
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	VCAN	ITGA4	0.41484857	0.326	0.15843406	0.04160703746315165	0.2417279457784976	0.30031365	0.7443214	0.3495128927511457	1.0
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	ADAM10	CD44	0.41953415	0.613	0.13319887	-0.011744534866921253	-0.0005456307784427739	0.24169408	0.7274661	1.0	1.0
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	VCAN	CD44	0.46219498	0.434	0.18664777	0.027176912994955386	0.2614110459007813	0.28789133	0.75960124	0.7011889225464257	1.0
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	S100A8	ITGB2	0.47154927	0.561	0.21989802	-0.017248222295964313	0.3597356006174248	0.23309563	0.7742496	1.0	1.0
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	GNAI2	S1PR1	0.5311564	0.625	0.17398842	-0.042197885452910484	-0.3344921217347036	0.17082365	0.75313026	1.0	1.0
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	LGALS9	CD44	0.44417238	0.238	0.16406763	0.0968643787158699	0.5316037011363334	0.41239718	0.7476319	0.23096135650662852	1.0
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	BTLA	CD247	0.37728366	0.0	0.138127	0.2553595091700726	1.0664495896467407	0.788739	0.7310526	0.002968293069158651	1.0
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	ADAM10	CD44	0.44094735	0.414	0.142305	0.009072788373947472	-0.04746282876592639	0.25821745	0.73397195	1.0	1.0
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	SELPLG	ITGB2	0.38111693	0.3	0.14358328	0.05205215058994488	0.4157160501595727	0.36180073	0.7348441	0.29158339123996424	1.0
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	ARF6	SMAP1	0.41715527	0.02	0.13740231	0.11126367195965076	0.6649672833814109	0.444322	0.7305351	0.037265847790209645	1.0
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	GNAI2	S1PR4	0.47226232	0.642	0.17043166	-0.006014705452960643	-0.015957939947175703	0.26452076	0.7512052	1.0	1.0
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	HLA-DPA1	CD4	0.46500498	1.0	0.20785697	-0.1367616103303449	-0.5389838139358446	0.13911451	0.76929027	1.0	1.0
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	ADAM10	CD44	0.44098502	0.387	0.14235538	0.009134638229827676	0.0005456307784427739	0.2583089	0.7340065	0.955082919342053	1.0
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	S100A8	ITGB2	0.44488317	0.751	0.19739482	-0.04564483046385302	-0.6189474857277739	0.20924188	0.7646755	1.0	1.0
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	VCAN	CD44	0.41442788	0.723	0.12680136	-0.041954922236945066	-0.21449384791329767	0.19558236	0.72255963	1.0	1.0
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	SELPLG	ITGB2	0.43612087	0.034	0.18101789	0.11111226506177008	0.6749279352699218	0.45612833	0.7567937	0.04214701793404888	1.0
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	VCAN	CD44	0.4358411	0.566	0.1354701	-0.021137598996076347	-0.2614110459007813	0.20895332	0.729139	1.0	1.0
